species,wood_density
Matisia hirta,0.61
Matisia ochrocalyx,0.5700000000000001
Matisia rhombifolia,0.542
Maytenus acuminata,0.6265000000000001
Maytenus alaternoides,0.75
Maytenus boaria,0.616
Maytenus cuezzoi,0.624
Maytenus disperma,0.814
Maytenus eggersii,0.75
Maytenus ficiformis,0.67
Maytenus heterophylla,0.495
Maytenus ilicifolia,0.725
Maytenus krukovii,0.75
Maytenus laevis,0.91
Maytenus micrantha,0.75
Maytenus myrsinoides,0.75
Maytenus obtusifolia,0.75
Maytenus robusta,0.77
Maytenus sieberiana,0.65
Maytenus undata,0.732
Medicosma fareana,0.676
Medusanthera papuana,0.39
Melaleuca argentea,0.87
Melaleuca bracteata,0.87
Melaleuca glomerata,0.672
Melaleuca leucadendra,0.6403333333333333
Melaleuca leucadendron,0.6920000000000001
Melaleuca linariifolia,0.6819999999999999
Melaleuca nervosa,0.687
Melaleuca pauperiflora,0.937
Melaleuca quinquenervia,0.6312857142857142
Melaleuca uncinata,0.846
Melaleuca viridiflora,0.7955
Melanochyla angustifolia,0.52
Melanochyla auriculata,0.58
Melanochyla bracteata,0.48
Melanochyla densiflora,0.59
Melanochyla fulvinervia,0.5
Melanochyla kunstleri,0.62
Melanochyla nitida,0.73
Melanochyla rugosa,0.67
Melanolepis multiglandulosa,0.34
Melanoxylon brauna,1.038
Melastoma malabathricum,0.44
Melia azedarach,0.43777777777777777
Melia composita,0.284
Melia excelsa,0.62
Melicoccus lepidopetalus,0.98
Melicope bonwickii,0.3825
Melicope confusa,0.38
Melicope elleryana,0.524
Melicope fareana,0.676
Melicope glabra,0.33
Melicope latifolia,0.4
Melicope melanophloia,0.788
Melicope micrococca,0.5093333333333333
Melicope triphylla,0.388
Melicope vitiflora,0.5103333333333334
Melicope xanthoxyloides,0.426
Melicytus ramiflorus,0.585
Meliosma angustifolia,0.5483333333333333
Meliosma forrestii,0.62
Meliosma herbertii,0.42
Meliosma lanceolata,0.38
Meliosma panamensis,0.41
Meliosma pinnata,0.32
Meliosma rigida,0.596
Meliosma selowii,0.62
Meliosma simplicifolia,0.455
Meliosma squamulata,0.4985
Meliosma sumatrana,0.4
Melliodendron xylocarpum,0.4305
Melochia umbellata,0.32
Memecylon australe,0.456
Memecylon campanulatum,0.88
Memecylon celebicum,0.9
Memecylon crassifolium,0.79
Memecylon edule,0.6745000000000001
Memecylon excelsum,0.68
Memecylon garcinioides,0.75
Memecylon gibbosum,0.74
Memecylon glomeratum,0.95
Memecylon laevigatum,0.89
Memecylon lilacinum,0.82
Memecylon myrsinoides,1.0
Memecylon ochroleucum,0.78
Memecylon oligoneurum,0.72
Memecylon paniculatum,0.72
Memecylon pubescens,0.82
Memecylon subcordifolium,0.54
Memecylon sumatrense,0.76
Meriania urceolata,0.49
Merrillia caloxylon,0.72
Mesua assamica,0.784
Mesua ferrea,0.9199999999999999
Mesua ferruginea,0.65
Mesua grandis,0.61
Mesua lepidota,0.67
Mesua paniculata,0.62
Mesua racemosa,0.59
Metadina trichotoma,0.72
Metasequoia glyptostroboides,0.28400000000000003
Metopium brownei,0.595
Metopium toxiferum,0.51
Metrodorea stipularis,1.05
Metrosideros collina,0.76
Metrosideros diffusa,0.417
Metrosideros petiolata,0.93
Metrosideros pullei,0.76
Metrosideros queenslandica,0.663
Metrosideros ramiflora,0.72
Metrosideros robusta,0.65
Metrosideros umbellata,0.956
Metteniusa nucifera,0.6
Mezilaurus crassiramea,0.76
Mezilaurus duckei,0.6745
Mezilaurus itauba,0.7443
Mezilaurus lindaviana,0.68
Mezilaurus navalium,0.74
Mezilaurus synandra,0.9249999999999999
Mezzettia curtisii,0.55
Mezzettia leptopoda,0.58
Mezzettia parviflora,0.5225
Michelia aenea,0.49
Michelia baillonii,0.5446666666666666
Michelia balansae,0.5423333333333333
Michelia baviensis,0.495
Michelia cathcartii,0.46
Michelia champaca,0.5275
Michelia excelsa,0.44
Michelia foveolata,0.5153333333333333
Michelia hypolampra,0.495
Michelia koordersiana,0.43
Michelia macclurei,0.5435000000000001
Michelia mediocris,0.495
Michelia montana,0.42
Michelia nilagirica,0.551
Michelia oblonga,0.37
Michelia platypetala,0.48
Michelia scortechinii,0.49
Michelia tonkinensis,0.495
Michelsonia microphylla,0.766
Miconia amazonica,0.47
Miconia argentea,0.589
Miconia calvescens,0.42000000000000004
Miconia chrysophylla,0.62
Miconia cinnamomifolia,0.73
Miconia elaeagnoides,0.75
Miconia elata,0.47
Miconia holosericea,0.62
Miconia ibaguensis,0.61
Miconia juruensis,0.47
Miconia lepidota,0.75
Miconia longifolia,0.75
Miconia mirabilis,0.603
Miconia myriantha,0.75
Miconia poeppigii,0.5966666666666667
Miconia prasina,0.705
Miconia reducens,0.62
Miconia splendens,0.6599999999999999
Miconia tetrandra,0.7
Miconia tomentosa,0.71
Miconia trinervia,0.62
Micrandra elata,0.72
Micrandra minor,0.41
Micrandra rossiana,0.674
Micrandra scleroxylon,1.03
Micrandra siphonioides,0.584
Micrandra spruceana,0.6
Microberlinia bisulcata,0.6546666666666666
Microberlinia brazzavillensis,0.6921666666666666
Microcos antidesmifolia,0.47
Microcos cinnamomifolia,0.49
Microcos florida,0.34
Microcos globulifera,0.56
Microcos lanceolata,0.61
Microcos latifolia,0.55
Microcos laurifolia,0.36
Microcos oligoneura,0.413
Microcos pachyphylla,0.38
Microcos paniculata,0.6193333333333334
Microcos saccinervia,0.42
Microcos stylocarpa,0.412
Microcos tomentosa,0.64
Microlobius foetidus,0.71
Micromelum minutum,0.66
Micropholis egensis,0.6
Micropholis garciniifolia,0.64
Micropholis guyanensis,0.6572727272727273
Micropholis humboldtiana,0.6
Micropholis melinoniana,0.53
Micropholis mensalis,0.6585
Micropholis splendens,0.884
Micropholis venulosa,0.67
Micropholis williamii,0.718
Microplumeria anomala,0.73
Microtropis sumatrana,0.54
Milicia excelsa,0.5744400000000001
Milicia regia,0.5635555555555556
Miliusa horsfieldii,0.61
Miliusa koolsii,0.69
Miliusa roxburghiana,0.703
Miliusa tomentosa,0.62
Miliusa velutina,0.638
Millettia atropurpurea,0.6100000000000001
Millettia brandisiana,0.592
Millettia laurentii,0.761
Millettia leucantha,0.884
Millettia pendula,0.87
Millettia pulchra,0.592
Millettia stuhlmannii,0.7675000000000001
Millettia xylocarpa,0.58
Millingtonia hortensis,0.5770000000000001
Mimosa arborea,0.74
Mimosa arenosa,1.01
Mimosa artemisiana,0.91
Mimosa bimucronata,0.61
Mimosa bracaatinga,0.85
Mimosa elata,1.0086666666666666
Mimosa glutinosa,0.97
Mimosa obovata,0.92
Mimosa pigra,0.729
Mimosa scabrella,0.534
Mimosa tenuiflora,1.12
Mimosa umbellata,0.689
Mimulus aurantiacus,0.62
Mimusops calophylloides,0.809
Mimusops elengi,0.8492222222222222
Mimusops obovata,0.745
Mimusops parvifolia,0.82
Mimusops zeyheri,0.814
Minquartia guianensis,0.7867142857142857
Mischarytera lautereriana,0.598
Mischocarpus anodontus,0.65
Mischocarpus fuscescens,0.79
Mischocarpus oppositifolius,0.771
Mischocarpus papuanus,0.68
Mischocarpus stipitatus,0.7130000000000001
Mischocarpus sundaicus,0.78
Mitragyna diversifolia,0.55
Mitragyna parvifolia,0.64
Mitragyna rotundifolia,0.5275
Mitragyna rubrostipulacea,0.45
Mitragyna rubrostipulata,0.537
Mitragyna speciosa,0.5053333333333333
Mitrephora ferruginea,0.77
Mitrephora maingayi,0.76
Mitrephora polypyrena,0.68
Mitrephora reticulata,0.76
Mitrephora rugosa,0.49
Mitrephora thorelii,0.62
Moldenhawera floribunda,0.81
Mollia gracilis,0.49
Mollia lepidota,0.49
Mollia speciosa,0.49
Monocarpia euneura,0.48
Monodora tenuifolia,0.49
Monopetalanthus coriaceus,0.515625
Monopetalanthus durandii,0.5238333333333333
Monopetalanthus heitzii,0.28
Monopetalanthus letestui,0.5451666666666667
Monopetalanthus pellegrini,0.4928571428571429
Monopteryx uaucu,0.73
Monotes engleri,0.771
Monotes glaber,0.745
Montezuma speciosissima,0.7
Moquinia polymorpha,0.955
Mora excelsa,0.8086666666666668
Mora gonggrijpii,0.8038571428571428
Mora megistosperma,0.7766666666666667
Mora paraensis,0.85
Morinda citrifolia,0.63
Morinda elliptica,0.56
Morinda panamensis,0.49
Morinda tinctoria,0.48
Moringa oleifera,0.262
Morisonia americana,0.88
Moronobea coccinea,0.8323333333333333
Mortoniodendron guatemalense,0.51
Morus alba,0.6013333333333333
Morus cathayana,0.61
Morus lactea,0.6
Morus laevigata,0.55
Morus macroura,0.55
Morus mesozygia,0.7235555555555555
Morus nigra,0.517
Morus serrata,0.58
Moultonianthus leembruggianus,0.68
Mouriri acutiflora,0.81
Mouriri angulicosta,0.9
Mouriri barinensis,0.79
Mouriri brevipes,0.775
Mouriri collocarpa,0.8333333333333334
Mouriri crassifolia,0.895
Mouriri dumetosa,0.9
Mouriri grandiflora,0.9
Mouriri huberi,0.7916666666666666
Mouriri nigra,0.895
Mouriri pseudogeminata,0.65
Mouriri sagotiana,0.9
Mouriri sideroxylon,0.88
Mundulea sericea,0.839
Muntingia calabura,0.3
Murraya koenigii,0.636
Murraya paniculata,0.8713333333333333
Musanga cecropioides,0.24283333333333335
Musgravea heterophylla,0.581
Musgravea stenostachya,0.581
Mussaendopsis beccariana,0.77
Myoporum platycarpum,0.881
Myrceugenia euosma,0.74
Myrcia amazonica,0.82
Myrcia deflexa,0.8
Myrcia fallax,0.82
Myrcia paivae,0.774
Myrcia pyrifolia,0.82
Myrcia rostrata,0.87
Myrcia splendens,0.8
Myrcia tomentosa,0.82
Myrcianthes mato,0.6924999999999999
Myrcianthes pseudomato,0.727
Myrcianthes pungens,0.911
Myrciaria floribunda,0.7849999999999999
Myrianthus holstii,0.469
Myrianthus libericus,0.43
Myrica faya,0.66
Myrica longifolia,0.72
Myrica pilulifera,0.426
Myrica pubescens,0.498
Myrica rubra,0.696
Myricaria cauliflora,0.981
Myristica affinis,0.29
Myristica attenuata,0.43
Myristica bicuhyba,0.77
Myristica brassii,0.42
Myristica buchneriana,0.387
Myristica canarica,0.439
Myristica castaneifolia,0.495
Myristica celebica,0.38
Myristica chartacea,0.49
Myristica cinnamomea,0.57
Myristica crassa,0.425
Myristica cucullata,0.49
Myristica elliptica,0.4
Myristica fusca,0.49
Myristica gigantea,0.57
Myristica gillespieana,0.49
Myristica globosa,0.48133333333333334
Myristica guatteriaefolia,0.54
Myristica iners,0.47
Myristica insipida,0.482
Myristica irya,0.499
Myristica lowiana,0.44
Myristica maxima,0.41
Myristica pachyphylla,0.38
Myristica philippensis,0.36
Myristica subalulata,0.29
Myristica succedanea,0.42
Myristica sulcata,0.43
Myristica villosa,0.59
Myrocarpus fastigiatus,0.9904999999999999
Myrocarpus frondosus,0.8181666666666666
Myrospermum frutescens,0.83
Myroxylon balsamum,0.7764285714285715
Myroxylon peruiferum,0.8243333333333333
Myrsine achradifolia,0.7723333333333334
Myrsine australis,0.753
Myrsine canariensis,0.75
Myrsine coriacea,0.647
Myrsine divaricata,0.646
Myrsine flocculosa,0.824
Myrsine salicina,0.79
Myrsine semiserrata,0.703
Myrsine variabilis,0.784
Mytilaria laosensis,0.492
Nageia motleyi,0.5
Nageia vitiensis,0.355
Nageia wallichiana,0.5213333333333333
Nauclea diderrichii,0.6740869565217391
Nauclea gilletii,0.654
Nauclea junghuhnii,0.64
Nauclea maingayi,0.54
Nauclea mitragyna,0.482
Nauclea officinalis,0.646
Nauclea orientalis,0.4831111111111111
Nauclea sessilifolia,0.697
Nauclea subdita,0.44
Nauclea tenuiflora,0.482
Nauclea undulata,0.482
Naucleopsis concinna,0.67
Naucleopsis guianensis,0.65
Naucleopsis ternstroemiiflora,0.612
Naucleopsis ulei,0.67
Nealchornea yapurensis,0.6133333333333333
Nectandra amara,0.7749999999999999
Nectandra amazonum,0.6333333333333333
Nectandra ambigens,0.57
Nectandra angusta,0.48
Nectandra angustifolia,0.473
Nectandra cissiflora,0.59
Nectandra coriacea,0.48
Nectandra cufodontisii,0.45
Nectandra cuspidata,0.518
Nectandra globosa,0.39
Nectandra grandiflora,0.61
Nectandra hihua,0.42
Nectandra krugii,0.5
Nectandra mollis,0.737
Nectandra myriantha,0.73
Nectandra nitidula,0.7400000000000001
Nectandra purpurea,0.431
Nectandra reticulata,0.5166666666666667
Nectandra robusta,0.7115
Nectandra rubra,0.7233333333333333
Nectandra salicifolia,0.46
Nectandra turbacensis,0.545
Neea divaricata,0.49
Neea floribunda,0.62
Neea krukovii,0.77
Neea madeirana,0.548
Neea oppositifolia,0.893
Neea ovalifolia,0.77
Neea psychotrioides,0.26
Neea tristis,0.77
Neesia altissima,0.4166666666666667
Neesia malayana,0.46
Neobalanocarpus heimii,0.76
Neoboutonia macrocalyx,0.33
Neolaugeria resinosa,0.8
Neolitsea australiensis,0.581
Neolitsea cassiaefolia,0.55
Neolitsea dealbata,0.498
Neolitsea ellipsoidea,0.4526666666666667
Neolitsea oblongifolia,0.53
Neolitsea obtuaifolia,0.68
Neolitsea phanerophlebia,0.59
Neolitsea triplinervia,0.45
Neomyrtus pedunculata,0.798
Neonauclea acuminata,0.55
Neonauclea bernardoi,0.664
Neonauclea calycina,0.6595
Neonauclea cyrtopoda,0.63
Neonauclea excelsa,0.62
Neonauclea foveolata,0.694
Neonauclea gigantea,0.59
Neonauclea glabra,0.7010000000000001
Neonauclea hagenii,0.645
Neonauclea lanceolata,0.63
Neonauclea maluensis,0.6695
Neonauclea obtusa,0.54
Neonauclea papuana,0.689
Neonauclea peduncularis,0.68
Neonauclea perspicuinervia,0.6895
Neonauclea versteeghii,0.68
Neoraimondia herzogiana,0.54
Neorites kevediana,0.745
Neoscortechinia arborea,0.65
Neoscortechinia forbesii,0.627
Neoscortechinia kingii,0.585
Neotrewia cumingii,0.49
Nephelium cuspidatum,0.7549999999999999
Nephelium eriopetalum,0.85
Nephelium glabrum,0.8049999999999999
Nephelium juglandifolium,0.6
Nephelium lappaceum,0.7102
Nephelium longana,0.91
Nephelium mutabile,0.88
Nephelium ophiodes,0.8
Nephelium ramboutan-ake,0.72
Nephelium rubescens,0.9
Nephelium uncinatum,0.63
Nerium oleander,0.6
Nesogordonia leplaei,0.7175
Nesogordonia papaverifera,0.6449999999999999
Neuburgia celebica,0.34
Neuburgia collina,0.482
Neuburgia corynocarpa,0.46
Neuburgia moluccana,0.39
Newtonia buchananii,0.5017777777777778
Newtonia glandulifera,0.7115
Newtonia leucocarpa,0.6037
Newtonia paucijuga,0.619
Newtonia psilostachya,0.67
Niemeyera antiloga,0.6903333333333332
Niemeyera chartacea,0.663
Niemeyera prunifera,0.5855
Normanbya normanbyi,0.883
Norrisia malaccensis,0.38
Notelaea longifolia,0.87
Nothaphoebe macrocarpa,0.52
Nothaphoebe malabonga,0.4
Nothaphoebe panduriformis,0.41
Nothofagus alpina,0.555
Nothofagus antarctica,0.516
Nothofagus betuloides,0.473
Nothofagus brassi,0.75
Nothofagus cliffortioides,0.611
Nothofagus cunninghamii,0.596
Nothofagus dombeyi,0.56
Nothofagus fusca,0.618
Nothofagus grandis,0.7475
Nothofagus menziesii,0.672
Nothofagus moorei,0.631
Nothofagus nervosa,0.516
Nothofagus obliqua,0.5895
Nothofagus perryi,0.715
Nothofagus pumilio,0.48
Nothofagus resinosa,0.68
Nothofagus rubra,0.78
Nothofagus solandri,0.52
Nothofagus starkenborghiorum,0.59
Nothofagus truncata,0.6
Nuxia congesta,0.676
Nuxia floribunda,0.646
Nyctanthes arbor-tristis,0.88
Nyssa aquatica,0.46
Nyssa javanica,0.48
Nyssa sinensis,0.604
Nyssa sylvatica,0.46
Ochanostachys amentacea,0.77
Ochna arborea,0.913
Ochna gambleoides,0.758
Ochna holstii,0.745
Ochna integerrima,0.744
Ochna puberula,0.758
Ochna pulchra,0.633
Ochna schweinfurthiana,0.62
Ochna squarrosa,0.8
Ochreinauclea maingayi,0.54
Ochroma pyramidale,0.15757142857142856
Ochroma tomentosa,0.22
Ochrosia acuminata,0.42
Ochrosia ficifolia,0.46
Ochrosia glomerata,0.57
Ochrosia oppositifolia,0.49
Ochthocosmus barrae,0.73
Ocotea aciphylla,0.5105
Ocotea amazonica,0.443
Ocotea atirrensis,0.48
Ocotea auriculata,0.56
Ocotea austinii,0.48
Ocotea benthamiana,0.45
Ocotea brenesii,0.51
Ocotea bullata,0.6194999999999999
Ocotea canaliculata,0.47933333333333333
Ocotea catharinensis,0.75
Ocotea ceanothifolia,0.371
Ocotea cernua,0.4535
Ocotea comoriensis,0.542
Ocotea coriacea,0.45
Ocotea costulata,0.49
Ocotea cymosa,0.487
Ocotea dendrodaphne,0.53
Ocotea elegans,0.62
Ocotea faucherei,0.5
Ocotea fendleri,0.46
Ocotea floribunda,0.39540000000000003
Ocotea fragrantissima,0.5309999999999999
Ocotea glomerata,0.508
Ocotea guianensis,0.5296666666666666
Ocotea hartshorniana,0.38
Ocotea laevis,0.48050000000000004
Ocotea leucoxylon,0.46199999999999997
Ocotea macrocarpa,0.556
Ocotea meziana,0.39
Ocotea minarum,0.76
Ocotea moschata,0.6
Ocotea myriantha,0.611
Ocotea neesiana,0.5499999999999999
Ocotea nigra,0.45
Ocotea oblonga,0.3855
Ocotea odorifera,0.76
Ocotea pauciflora,0.59
Ocotea percurrens,0.519
Ocotea petalanthera,0.46199999999999997
Ocotea platydisca,0.52
Ocotea porosa,0.5966666666666667
Ocotea pretiosa,0.77
Ocotea puberula,0.4325
Ocotea pulchella,0.65
Ocotea racemosa,0.557
Ocotea rhynchophylla,0.431
Ocotea rodiei,0.9
Ocotea sassafras,0.8115
Ocotea schomburgkiana,0.65
Ocotea spathulata,0.62
Ocotea spixiana,0.66
Ocotea splendens,0.45
Ocotea tarapotana,0.77
Ocotea thouvenotii,0.553
Ocotea tomentella,0.465
Ocotea trichophlebia,0.5105
Ocotea usambarensis,0.5277499999999999
Ocotea wachenheimii,0.4
Octoknema borealis,0.688
Octomeles moluccana,0.301
Oddoniodendron micranthum,0.9182
Odyendea gabonensis,0.3256666666666667
Oenocarpus bacaba,0.65
Oenocarpus mapora,0.713
Olax dissitiflora,0.771
Oldfieldia africana,0.8374999999999999
Olea brachiata,0.63
Olea capensis,0.7744285714285715
Olea europaea,0.8065
Olea ferruginea,0.887
Olea hochstetteri,0.71
Olea javanica,0.62
Olea lancea,0.89
Olea paniculata,0.7196666666666666
Olea welwitschii,0.65
Olearia avicenniaefolia,0.742
Olearia colensoi,0.792
Olearia ilicifolia,0.928
Olinia cymosa,0.621
Olinia vanguerioides,0.857
Omphalea diandra,0.515
Omphalea oleifera,0.44
Omphalocarpum elatum,0.55
Oncoba welwitschii,0.58
Ongokea gore,0.7492
Onychopetalum amazonicum,0.6234999999999999
Onychopetalum lanceolatum,0.65
Opisthiolepis heterophylla,0.5086666666666667
Oreocallis brachycarpa,0.62
Oreopanax echinops,0.495
Oreopanax fulvum,0.56
Oreopanax xalapensis,0.505
Oricia bachmannii,0.715
Orites excelsa,0.504
Ormocarpum kirkii,0.742
Ormosia arborea,0.7
Ormosia balansae,0.4505
Ormosia bancana,0.56
Ormosia calavensis,0.43
Ormosia cinerea,0.58
Ormosia coarctata,0.6
Ormosia coccinea,0.625
Ormosia costulata,0.6385
Ormosia coutinhoi,0.5913333333333334
Ormosia excelsa,0.61
Ormosia flava,0.58
Ormosia gracilis,0.79
Ormosia henryi,0.45
Ormosia hoaensis,0.491
Ormosia hosiei,0.6425000000000001
Ormosia krugii,0.5
Ormosia lignivalvis,0.58
Ormosia macrodisca,0.48
Ormosia melanocarpa,0.62
Ormosia nobilis,0.58
Ormosia ormondii,0.469
Ormosia paraensis,0.6635
Ormosia pinnata,0.5683333333333334
Ormosia schunkei,0.57
Ormosia semicastrata,0.6213333333333333
Ormosia smithii,0.714
Ormosia stipularis,0.58
Ormosia sumatrana,0.5933333333333334
Ormosia xylocarpa,0.5055000000000001
Oroxylum indicum,0.41100000000000003
Orthion subsessile,0.69
Osbornia octodonta,0.82
Osmanthus fragrans,0.8414999999999999
Osmelia grandistipulata,0.59
Osmelia philippina,0.52
Osmoxylon celebicum,0.37
Osteophloeum platyspermum,0.46585714285714286
Ostodes macrophylla,0.46
Ostodes paniculata,0.33899999999999997
Ostodes pendula,0.46
Ostrearia australiana,0.65
Ostrya japonica,0.665
Ostrya virginiana,0.63
Osyris arborea,0.854
Otoba gracilipes,0.44333333333333336
Otoba lehmannii,0.39
Otoba novogranatensis,0.35
Otoba otoba,0.35
Otoba parvifolia,0.42583333333333334
Ouratea cardiosperma,0.77
Ouratea castaneifolia,0.657
Ouratea coccinea,0.77
Ouratea crocea,0.74
Ouratea decagyna,0.77
Ouratea discophora,0.791
Ouratea polygyna,0.77
Ouratea sagotii,0.775
Ouratea spectabilis,0.64
Owenia cepiodora,0.551
Owenia venosa,0.8130000000000001
Oxandra acuminata,0.665
Oxandra asbeckii,0.77
Oxandra espintana,0.63
Oxandra lanceolata,0.815
Oxandra riedeliana,0.77
Oxandra xylopioides,0.77
Oxyanthus speciosus,0.525
Oxydendrum arboreum,0.5
Oxystigma mannii,0.439
Oxystigma oxyphyllum,0.51
Ozoroa longipetiolata,0.715
Pachira aquatica,0.37666666666666665
Pachira brevipes,0.56
Pachira duckei,0.56
Pachira faroensis,0.56
Pachira insignis,0.384
Pachira minor,0.56
Pachira quinata,0.415
Pachira sessilis,0.42
Pachyelasma tessmannii,0.738
Pagamea coriacea,0.5633333333333334
Pagamea guianensis,0.5733333333333333
Pajanelia longifolia,0.28
Pajanelia rheedei,0.716
Palaquium amboinense,0.38
Palaquium barnesii,0.42
Palaquium bataanense,0.52
Palaquium beccarianum,0.49
Palaquium calophyllum,0.51
Palaquium clarkeanum,0.69
Palaquium cochleariifolium,0.8433333333333334
Palaquium confertum,0.55
Palaquium dasyphyllum,0.505
Palaquium ellipticum,0.53
Palaquium eriocalyx,0.38
Palaquium fidjiense,0.49
Palaquium galactoxylum,0.4535
Palaquium gutta,0.615
Palaquium herveyi,0.595
Palaquium hexandrum,0.5266666666666667
Palaquium hispidum,0.58
Palaquium hornei,0.8
Palaquium impressionervium,0.76
Palaquium kinabaluense,0.53
Palaquium lanceolatum,0.43
Palaquium leiocarpum,0.71
Palaquium lobbianum,0.38
Palaquium luzoniense,0.55
Palaquium macrocarpum,0.55
Palaquium maingayi,0.6
Palaquium microphyllum,0.615
Palaquium multiflorum,0.8
Palaquium obovatum,0.5499999999999999
Palaquium obtusifolium,0.45
Palaquium oxleyanum,0.68
Palaquium philippense,0.45999999999999996
Palaquium pierrei,0.42
Palaquium polyanthum,0.585
Palaquium pseudocuneatum,0.43
Palaquium pseudorostratum,0.63
Palaquium quercifolium,0.43
Palaquium regina-montium,0.6
Palaquium ridleyi,0.8333333333333334
Palaquium rioense,0.52
Palaquium rostratum,0.52
Palaquium semaram,0.5900000000000001
Palaquium stehlinii,0.431
Palaquium stellatum,0.8300000000000001
